年月日,降水量の合計(mm),最高気温(℃),最低気温(℃),平均気温(℃)
2017/1/18,11,22.3,17.6,19.7
2017/1/19,24,22.9,17.8,20.2
2017/1/20,0.5,20.2,13.9,16.8
2017/1/21,0.5,18.2,13.6,15.5
2017/1/22,2.5,17.7,13,15.6
2017/1/23,0,16.6,13.7,14.8
2017/1/24,0,18.2,12.3,15.3
2017/1/25,0,19.3,14,16.1
2017/1/26,0,19.9,14,16.5
2017/1/27,0,21.9,12.9,18
2017/1/28,0,22.9,17.1,20.2
2017/1/29,2,22.1,17.4,20.3
2017/1/30,2,24.5,16.5,18.9
2017/1/31,0,19.4,15.8,17.2
2017/2/1,0,21.4,16.1,18.2
2017/2/2,0,19.1,15.4,17
2017/2/3,0,20.8,14.4,17.4
2017/2/4,0,21.8,15.3,18.8
2017/2/5,5,23.8,17.6,20.1
2017/2/6,0,19.5,16.1,17.7
2017/2/7,0,19.2,16,17.3
2017/2/8,0,19.2,15.2,17.3
2017/2/9,6,19.1,12,14.5
2017/2/10,0,13.9,11.5,12.8
2017/2/11,0,14.4,11.5,13
2017/2/12,1,16.5,10.7,13.9
2017/2/13,0,17.3,11.7,15
2017/2/14,0,18.9,11.5,15.5
2017/2/15,0,19.2,11.6,15.8
2017/2/16,0,21.6,13.2,17.6
2017/2/17,4,24.3,18.9,20.6
2017/2/18,5,21.9,17.1,19.1
2017/2/19,0,20.5,14,17.5
2017/2/20,1.5,22.6,18.5,20.5
2017/2/21,0,21.7,17.5,19.1
2017/2/22,16,23.2,18.4,21
2017/2/23,21,21.9,15.2,17.9
2017/2/24,0,16.4,14.3,15.4
2017/2/25,2,18.1,14.5,15.8
2017/2/26,22.5,16.6,14.4,15.4
2017/2/27,0,20.4,13.6,17
2017/2/28,0,18.6,14.7,16.7
2017/3/1,6,18.7,16.1,17.3
2017/3/2,0,18.5,13.7,16.2
2017/3/3,0,17.7,13.1,15.2
2017/3/4,0,21.5,11.8,16.9
2017/3/5,5,23.8,15.5,20.1
2017/3/6,6,21.5,16,18.7
2017/3/7,0,18,15.3,16.3
2017/3/8,0,18,14.4,16
2017/3/9,0,16.8,13.7,15.3
2017/3/10,6.5,16.4,12.4,14.5
2017/3/11,28,17.8,12.8,15.5
2017/3/12,0,23.1,17.3,19.8
2017/3/13,3.5,22.5,19.6,21
2017/3/14,6.5,21,16.6,18.2
2017/3/15,0,19.1,14.4,16.8
2017/3/16,0,19.6,14.3,17
2017/3/17,0,22.3,16.8,18.5
2017/3/18,8,24,18.4,21
2017/3/19,12.5,20.6,18.9,19.9
2017/3/20,0.5,24.6,19.8,21.9
2017/3/21,10,21.9,17.1,19.1
2017/3/22,0,21.7,14.8,18.4
2017/3/23,0,23.6,19,20.7
2017/3/24,0,22.3,18.1,20.1
2017/3/25,2,20.7,17.7,19.1
2017/3/26,0.5,18.6,16,17.3
2017/3/27,0,20.1,16,17.7
2017/3/28,0,21,13.5,17.4
2017/3/29,0,23.7,15,19.5
2017/3/30,0,24.5,18.4,21.4
2017/3/31,1.5,25,17.5,21.3
2017/4/1,2.5,18.3,15.2,17
2017/4/2,0,19.3,14.9,17
2017/4/3,0,21.9,16.9,18.6
2017/4/4,0,22.2,14.8,18.7
2017/4/5,0,24.6,19,21.4
2017/4/6,0,24.2,20.7,22.1
2017/4/7,0,25,21.7,22.7
2017/4/8,0,27,21.5,23.5
2017/4/9,0,27.1,22,23.8
2017/4/10,0,26,23,24
2017/4/11,0,24.4,19.8,22.1
2017/4/12,0.5,20.6,16.6,19.2
2017/4/13,0,24.4,18.1,20.6
2017/4/14,0,25.4,19.2,21.9
2017/4/15,0,25.6,21.1,22.9
2017/4/16,0,26.4,21.8,23.6
2017/4/17,0,26.6,22.7,24.3
2017/4/18,32,24.2,19.8,22.2
2017/4/19,0,26.6,21,23.2
2017/4/20,0,26.9,21.8,23.7
2017/4/21,0,26.7,22.6,24.1
2017/4/22,25.5,22.7,18.5,19.9
2017/4/23,0,24.6,19.6,21.5
2017/4/24,0,25.4,18,22.2
2017/4/25,0,26.1,21.7,23.4
2017/4/26,0.5,27,22.5,23.9
2017/4/27,5,23.6,17.7,20.7
2017/4/28,1,22.6,17.9,19.8
2017/4/29,0,23.6,15.2,20
2017/4/30,0,25.4,16.5,21.2
2017/5/1,0,26.1,19.6,22.3
2017/5/2,0.5,23.5,21,21.8
2017/5/3,1.5,25.5,22.1,23.2
2017/5/4,0,28,21.3,24.8
2017/5/5,0.5,29.3,24.7,26.2
2017/5/6,7,26.2,22.9,24.7
2017/5/7,7,24.9,21.6,23
2017/5/8,0,26.7,21.1,23.8
2017/5/9,0,29.6,23.9,26.5
2017/5/10,2.5,29,21.8,25.1
2017/5/11,0,29.1,23,25.6
2017/5/12,0,29.7,24.8,26.9
2017/5/13,108.5,26.6,22.1,24.7
2017/5/14,21,28.5,22.2,25.2
2017/5/15,11,28.1,23.4,25
2017/5/16,124,25.1,19.2,21.6
2017/5/17,7,22.7,20.2,21.2
2017/5/18,0,26,19.4,22.4
2017/5/19,0,26.1,19.5,23.2
2017/5/20,0,25,22.7,23.6
2017/5/21,0,26.7,23.4,24.8
2017/5/22,0.5,26.7,23,24.2
2017/5/23,0.5,28.6,23,25.3
2017/5/24,0,28.7,23.5,25.7
2017/5/25,1.5,27.5,23.8,25.3
2017/5/26,0,27.2,23.9,24.9
2017/5/27,0,26.9,23,24.3
2017/5/28,12,23.5,18.7,21.1
2017/5/29,0,26.5,21.1,23.7
2017/5/30,0.5,28.4,22.3,25.1
2017/5/31,10,26.4,22.6,24.1
2017/6/1,0,28.7,23,25.4
2017/6/2,33,26.8,23.2,24.6
2017/6/3,0,27.4,23.7,25.3
2017/6/4,0,26.7,23.9,25.1
2017/6/5,0,28.9,23.8,26
2017/6/6,0,28.4,24.7,26
2017/6/7,0,29.5,24.9,27.2
2017/6/8,1.5,27.8,24.5,26.4
2017/6/9,0,28.7,23.1,26.1
2017/6/10,0,31.3,26.4,28.2
2017/6/11,0,31.4,27.1,28.6
2017/6/12,13.5,29.4,24.9,27.6
2017/6/13,14.5,30.1,24.1,27.3
2017/6/14,50,27.6,24.4,26.5
2017/6/15,2,26.2,23,24.5
2017/6/16,25,23.4,20.5,21.7
2017/6/17,42,23.5,19.9,22
2017/6/18,1.5,25.7,21.9,23.6
2017/6/19,206.5,25.6,23.1,24.1
2017/6/20,1,30,23.4,27.2
2017/6/21,0,30.4,27.2,28.4
2017/6/22,0,30.9,27.1,28.6
2017/6/23,0,30.8,27.2,28.5
2017/6/24,0,31.5,27.3,28.8
2017/6/25,0,31.8,27.6,28.9
2017/6/26,0,30.7,27.8,28.8
2017/6/27,7,31.3,26.1,28.5
2017/6/28,0,33.2,27,29.4
2017/6/29,7.5,31.1,25.3,28.2
2017/6/30,39.5,31.5,24.5,27.6
2017/7/1,0,32.2,26.8,28.7
2017/7/2,2.5,32.1,24.9,28.4
2017/7/3,1,30.3,26.9,28.5
2017/7/4,0,32.1,27.3,29.2
2017/7/5,0,32.8,27.5,29.5
2017/7/6,0,32.5,27.4,29.6
2017/7/7,0,32.6,27.6,29.7
2017/7/8,0,32.7,27.7,29.7
2017/7/9,0,32.4,27.6,29.4
2017/7/10,0,32.9,27.2,29.5
2017/7/11,0,33.1,27.9,29.9
2017/7/12,0,34,27.9,29.9
2017/7/13,0,33.3,27.1,29.5
2017/7/14,0,34.1,26.3,29.8
2017/7/15,1,34.3,27.7,30.2
2017/7/16,0,35.1,28,30
2017/7/17,0,34.1,28.2,30.1
2017/7/18,0,34.2,27.9,30.5
2017/7/19,0,34.2,28.6,30.4
2017/7/20,0,33.6,28.8,30.8
2017/7/21,0,34.3,28.7,30.6
2017/7/22,6,33.4,27.9,30.1
2017/7/23,0,32.5,27.6,30.1
2017/7/24,3.5,33.4,26.6,29.7
2017/7/25,18,31.7,25.1,28.9
2017/7/26,11.5,32.2,26.6,29.2
2017/7/27,0,34,27.2,30.5
2017/7/28,0.5,33.4,28.5,30.6
2017/7/29,0,33.9,28.4,30.9
2017/7/30,0,34.8,29.4,31.3
2017/7/31,0,35,29.2,31.4
2017/8/1,0,34,29.5,31.1
2017/8/2,0,33.4,29.3,30.7
2017/8/3,0,33.2,29.4,30.8
2017/8/4,0,33.4,29.7,30.9
2017/8/5,0,33.3,29.2,30.4
2017/8/6,1,32.7,29,30.4
2017/8/7,0.5,32.8,28.8,30.3
2017/8/8,0,33.4,28.9,30.5
2017/8/9,0,33.9,29.3,30.8
2017/8/10,0,33.7,29.4,30.6
2017/8/11,0,34,28.9,30.7
2017/8/12,5,33.9,27.5,30.3
2017/8/13,0,33.8,27.9,30.4
2017/8/14,0,33.3,28.7,30.5
2017/8/15,0,33.7,28.7,30.5
2017/8/16,0,33.3,28.8,30.3
2017/8/17,0,34.4,27.9,30.6
2017/8/18,0,33.9,28.5,30.6
2017/8/19,0,34.9,27.9,30.9
2017/8/20,4.5,34.1,27.9,30.3
2017/8/21,5.5,33.1,28.3,30.3
2017/8/22,17,33.2,26.4,30
2017/8/23,3,33.4,27.2,30
2017/8/24,1,34.7,28,30.2
2017/8/25,0,34.8,27.7,30.7
2017/8/26,0,33.8,28.1,30.3
2017/8/27,2.5,33.4,26.5,30
2017/8/28,0,33.6,28.2,30.4
2017/8/29,8.5,33.8,27.2,30.7
2017/8/30,8,31.6,27.8,29.4
2017/8/31,0,33.6,27.7,29.9
2017/9/1,0,32,28.1,29.6
2017/9/2,0,31.8,26.7,29.4
2017/9/3,70.5,33.9,25.8,29.3
2017/9/4,0.5,32.5,26.1,29.1
2017/9/5,0,33.8,28.6,30.3
2017/9/6,1,33.6,28.8,30.7
2017/9/7,8.5,33,26.7,30.2
2017/9/8,0.5,32,27.7,29.8
2017/9/9,0,32.8,27.9,30
2017/9/10,60,33.5,26.1,29.1
2017/9/11,0,33.7,27.2,30.1
2017/9/12,0.5,33.7,27.5,30.5
2017/9/13,27.5,29.6,24.1,28.2
2017/9/14,36,29.1,24.6,27.3
2017/9/15,1.5,31,25.6,28.7
2017/9/16,0,28.4,25.8,27.5
2017/9/17,0,28.5,25.6,26.7
2017/9/18,0,28.9,24.8,26.6
2017/9/19,0,30,23,26.8
2017/9/20,31.5,32.3,25.4,27.8
2017/9/21,0,32.3,26,29
2017/9/22,0,31.6,27.3,29
2017/9/23,1.5,31.5,26.4,28.6
2017/9/24,0,31.8,27.4,29.2
2017/9/25,0,31.1,27.7,29.1
2017/9/26,0,31.9,28.1,29.4
2017/9/27,0,32.2,28.3,29.6
2017/9/28,0,31,27.3,28.6
2017/9/29,0,30.7,26.1,28.3
2017/9/30,0,31.4,26.7,28.5
2017/10/1,0,30.8,26.1,27.9
2017/10/2,0,30.3,24.6,27.5
2017/10/3,0,30.8,26.2,28.2
2017/10/4,0,30.1,26.9,28
2017/10/5,2,30.4,26.7,27.9
2017/10/6,0,32.7,26.6,28.8
2017/10/7,0,33,26.9,28.9
2017/10/8,1,31.9,27.4,28.9
2017/10/9,5.5,31.1,26.2,28.7
2017/10/10,0.5,31.7,26.9,28.9
2017/10/11,0,31.3,27.2,28.8
2017/10/12,0,31.7,27,28.7
2017/10/13,13,31.9,26,28.6
2017/10/14,12.5,30.9,24.9,28.4
2017/10/15,2,32.1,27.4,29.2
2017/10/16,1,31.8,27.3,28.7
2017/10/17,33,30.1,25.4,27.1
2017/10/18,21.5,31.4,25.4,27.3
2017/10/19,4.5,31.6,25.1,27.5
2017/10/20,0,30.6,26,27.8
2017/10/21,5,28.8,24.7,26.8
2017/10/22,10.5,27.1,23,25.3
2017/10/23,0,27.4,23.8,25.2
2017/10/24,0,27.1,22.6,24.4
2017/10/25,0,26.4,22.7,24.1
2017/10/26,0,27.6,22.6,24.8
2017/10/27,14.5,26.9,22.6,25.3
2017/10/28,143.5,27.1,23.5,25.6
2017/10/29,0,26.6,23.2,24.7
2017/10/30,0,23.7,21.1,22
2017/10/31,0,25.3,20,23.1
2017/11/1,0,26.7,22.3,24.4
2017/11/2,0,27.8,22.7,24.8
2017/11/3,0,27.5,23,25
2017/11/4,0,24.3,20.8,22.4
2017/11/5,0,26,19.8,22.8
2017/11/6,0,26.9,22.9,24.5
2017/11/7,0,27.3,22,24.3
2017/11/8,0,27.5,21.2,24.1
2017/11/9,0,27.5,23.1,24.5
2017/11/10,1,27.9,23.6,24.7
2017/11/11,18,25.7,22.3,23.8
2017/11/12,1,23.3,20.6,21.8
2017/11/13,1,24.7,20.8,23.1
2017/11/14,45,25.8,22,23.5
2017/11/15,0,26.2,21.2,22.9
2017/11/16,0,23.8,20.7,22.1
2017/11/17,37.5,24.9,21.7,23.3
2017/11/18,5.5,25.9,19.3,22.8
2017/11/19,0,21,18.4,19.2
2017/11/20,0,22.2,18.5,19.7
2017/11/21,1.5,23.3,19,21.1
2017/11/22,17,27.1,21.6,23.5
2017/11/23,0.5,22.4,17.9,20
2017/11/24,0,21.5,15.9,18.8
2017/11/25,0,23.4,18.3,20.8
2017/11/26,16,24.9,20.3,22.4
2017/11/27,0.5,24.1,20.6,22.1
2017/11/28,0,26.3,22.1,23.7
2017/11/29,0,27,22,23.9
2017/11/30,2,25.2,19.9,23.1
2017/12/1,5.5,20.9,16.9,18.8
2017/12/2,9,20.3,16.8,18.5
2017/12/3,12,23.1,19.6,20.7
2017/12/4,0.5,22.3,19.4,20.9
2017/12/5,0,19.7,16.7,18.2
2017/12/6,0,20.2,15.3,17.5
2017/12/7,0,21.6,16.5,19.3
2017/12/8,5,20.4,16.4,17.6
2017/12/9,0,19.9,15.7,17.3
2017/12/10,0,22.6,15,19.1
2017/12/11,0,19.9,16.5,18.5
2017/12/12,0,20.7,16.1,17.5
2017/12/13,0,20,15.8,17.4
2017/12/14,0,20.1,15.4,17.2
2017/12/15,0,22.1,16.9,18.9
2017/12/16,14,22.9,16.1,18.6
2017/12/17,0,16.5,14.7,15.7
2017/12/18,0,18.3,14.5,16.6
2017/12/19,3,17.9,15.1,16.7
2017/12/20,0.5,18.6,16.3,17.2
2017/12/21,0,18.8,14.5,16.3
2017/12/22,0,19.9,13.1,17
2017/12/23,0,21.2,15.8,19
2017/12/24,0,25.5,17.9,21.5
2017/12/25,0,18.6,16.3,17.2
2017/12/26,0,19.3,15.2,17.3
2017/12/27,0,19.8,15.1,17.1
2017/12/28,0,20.9,13.7,17.3
2017/12/29,0,20.1,16.9,17.9
2017/12/30,0,21.3,15.2,18.2
2017/12/31,1,20.4,14.8,17.7
2018/1/1,0,19.6,14.4,16.8
2018/1/2,0,20.7,14,16.9
2018/1/3,0,21.1,13.7,17.9
2018/1/4,0,22.2,16.6,19.7
2018/1/5,9.5,22.3,17.7,20.3
2018/1/6,0,19,16.4,17.3
2018/1/7,10,19.9,15.3,17.5
2018/1/8,36,24.1,18.3,21
2018/1/9,1.5,18.4,13.8,15
2018/1/10,0,15.2,13.7,14.3
2018/1/11,0,14.9,12.4,13.3
2018/1/12,2.5,14,9.7,11.9
2018/1/13,2.5,16.2,9.3,13
2018/1/14,0,19.6,13.2,16.3
2018/1/15,0,22.1,15,19
2018/1/16,0,23.4,18.8,20.8
2018/1/17,21.5,21.5,18.6,19.7
2018/1/18,0,22.8,18.9,20.2
2018/1/19,20.5,20.5,16.1,18.5
2018/1/20,1,21.5,16.1,18.9
2018/1/21,1,22.4,17.8,19.9
2018/1/22,26,20.3,17.3,19
2018/1/23,0,20,16.5,17.7
2018/1/24,0,18.6,15,16.5
2018/1/25,0,18.7,14.5,15.7
2018/1/26,1,15.5,12.8,14.4
2018/1/27,0,17,13.5,15.2
2018/1/28,15,22,14.1,18.6
2018/1/29,2,16.8,13.8,15
2018/1/30,0,17.6,13.9,14.9
2018/1/31,0.5,20.4,14.3,17.4
2018/2/1,33,20.4,15.4,16.9
2018/2/2,2.5,19.1,13.7,15.8
2018/2/3,1,15.1,12.9,14.1
2018/2/4,1,13.4,11.2,12.4
2018/2/5,2.5,12.2,10.6,11.5
2018/2/6,0,14,11,12.1
2018/2/7,0,15.1,10.3,12.7
2018/2/8,0,16.1,12.5,14
2018/2/9,0,20.8,13.6,17.6
2018/2/10,4,24.3,17,19.9
2018/2/11,0,17.7,12.9,15.1
2018/2/12,0,14.7,11.9,13
2018/2/13,0,15.1,11.3,12.7
2018/2/14,0,20.1,9.6,15
2018/2/15,0,24.4,14.3,19.8
2018/2/16,18,24.7,17.3,20.4
2018/2/17,0,20.5,16,18.3
2018/2/18,0,21.2,13.3,17.6
2018/2/19,0,23.7,15.5,20
2018/2/20,0,24.1,20,21.2
2018/2/21,1.5,21.4,17.6,19.5
2018/2/22,2.5,19,15.7,17.6
2018/2/23,0.5,19.4,15.5,17.1
2018/2/24,0,21.9,17.3,19.4
2018/2/25,4.5,23.4,19.4,20.9
2018/2/26,2,20.9,16.6,18.7
2018/2/27,0,21.7,14,18.4
2018/2/28,11,23.4,17.7,20.7
2018/3/1,0,20.4,15.7,18.1
2018/3/2,0,21.8,14.5,18.2
2018/3/3,54,22.5,19.6,21
2018/3/4,0,27.4,20.5,23.1
2018/3/5,24.5,25.4,19,22.4
2018/3/6,0,20.9,17.9,19
2018/3/7,8,23.8,17.9,20.7
2018/3/8,1.5,20.5,14.6,17.8
2018/3/9,0,17.1,14.7,15.5
2018/3/10,0,20,15.3,17.1
2018/3/11,0,21.2,13.7,17.4
2018/3/12,0,21.2,16.1,18.2
2018/3/13,0,24.1,17.3,20
2018/3/14,0,24.8,17.5,20.9
2018/3/15,0,24.4,19.5,21.7
2018/3/16,5.5,22.1,18.8,20.8
2018/3/17,2,24.6,18.8,20.9
2018/3/18,0,24.6,19.3,21.2
2018/3/19,0,25.1,18.3,21.9
2018/3/20,3,25.8,20.1,22.9
2018/3/21,2,20.2,15.8,17.9
2018/3/22,0,18.1,14.6,15.9
2018/3/23,0,18.6,14.8,16.6
2018/3/24,0,21.7,12.8,17.7
2018/3/25,0,23,16.4,19.4
2018/3/26,0,23.2,17.3,20.3
2018/3/27,0,24.4,16.4,20.9
2018/3/28,0,25.5,18.8,22.1
2018/3/29,0,25.4,20.6,22.5
2018/3/30,0,25.5,19.8,22.1
2018/3/31,0,24.6,20.4,22
2018/4/1,0,25.3,20.2,22
2018/4/2,0,25.4,19.7,21.8
2018/4/3,0,25.5,20.1,22.2
2018/4/4,0,26.7,20,22.6
2018/4/5,0,26.7,20.6,22.9
2018/4/6,1,26.3,17.8,21.6
2018/4/7,0,18.7,15,16.1
2018/4/8,0,19,14.6,16.4
2018/4/9,0,22.8,13.2,18.1
2018/4/10,0,25.5,18.1,21.6
2018/4/11,2,26.5,21.4,23.4
2018/4/12,50,28.1,20,23.3
2018/4/13,0,27.9,20.2,23.7
2018/4/14,0,27.5,23,24.8
2018/4/15,11.5,24.3,16.4,19.6
2018/4/16,4,21.7,16.8,18.7
2018/4/17,17,19.2,16.9,18.2
2018/4/18,0,23.3,17.6,20.7
2018/4/19,0,26.3,18.5,21.9
2018/4/20,0,24.7,20.3,22.2
2018/4/21,2.5,26,21.5,22.8
2018/4/22,18.5,23.7,20.7,22.3
2018/4/23,0,27,22.1,24
2018/4/24,19.5,27.5,20.9,24.4
2018/4/25,0,23.6,19.8,21.1
2018/4/26,0,24,19.6,21.4
2018/4/27,0,24.7,19.3,21.9
2018/4/28,0,25.3,19.2,22.3
2018/4/29,0,25.7,19.4,22.5
2018/4/30,0,28.4,21.1,24.1
2018/5/1,0,27.8,22.6,24.7
2018/5/2,5.5,28.5,23.5,25.5
2018/5/3,5.5,23.9,16.7,20.6
2018/5/4,0,25.5,18.1,21.7
2018/5/5,0,25.7,18.6,22.3
2018/5/6,0,28,21.6,24.3
2018/5/7,0,28.1,23.4,25.3
2018/5/8,6.5,27.5,22.5,24.5
2018/5/9,0,25.7,22.5,23.5
2018/5/10,0,27.7,21.9,24
2018/5/11,0,26.6,22.9,24.3
2018/5/12,0.5,27.5,22.5,24.6
2018/5/13,0,28,23.1,25.3
2018/5/14,0,29.9,23.7,26.3
2018/5/15,0,31,24.4,27.1
2018/5/16,0,31.6,24.6,27.3
2018/5/17,0,30.8,25,27
2018/5/18,0,30.4,24.8,26.8
2018/5/19,0,30.1,24.8,26.8
2018/5/20,0,29.9,25.1,26.8
2018/5/21,15,29.1,25.1,26.4
2018/5/22,0,28.8,24.9,26.2
2018/5/23,0,29.9,23.6,25.6
2018/5/24,0,27.2,22.7,24.5
2018/5/25,0,29.2,21.1,25.1
2018/5/26,0,30.2,25.3,27.3
2018/5/27,0,31.1,26.1,28
2018/5/28,0,30.5,26.2,27.8
2018/5/29,0,31.6,26.4,28.3
2018/5/30,0,31.6,26.4,28.5
2018/5/31,0,31.3,26.4,28.3
2018/6/1,17.5,26.6,23.5,24.8
2018/6/2,0,28.3,23.5,25
2018/6/3,13,26.1,23.6,24.5
2018/6/4,0,29.7,23.9,26.7
2018/6/5,0,31.2,25.3,28
2018/6/6,0,32.3,26.1,28.6
2018/6/7,0,32.2,27.3,29
2018/6/8,0,31.6,27,28.8
2018/6/9,0,31.7,27.1,28.9
2018/6/10,0,30.2,27.3,28.4
2018/6/11,2,29.7,25.4,27.2
2018/6/12,0,28.5,24.8,26.3
2018/6/13,0,29.8,23.8,26.5
2018/6/14,59.5,28,23.2,25.4
2018/6/15,16,29.9,23.3,27.1
2018/6/16,84.5,27.9,25,26.4
2018/6/17,0,29.4,24.9,26.6
2018/6/18,0,31,25.6,28.3
2018/6/19,0,29.9,27.7,28.6
2018/6/20,0.5,30.8,26.4,28.6
2018/6/21,0,31.3,27.6,29
2018/6/22,0,31,27.7,29
2018/6/23,0,31.9,27.5,29.1
2018/6/24,0,31.5,27.7,29.1
2018/6/25,5,32.7,27.2,28.9
2018/6/26,0,32.2,26.3,28.7
2018/6/27,0,32.9,27,29.1
2018/6/28,0,32.6,27.2,29.5
2018/6/29,0,32.9,26.8,28.9
2018/6/30,20.5,30.8,25.1,28
2018/7/1,33.5,29.6,25.6,27.5
2018/7/2,149,28.9,25.6,27.2
2018/7/3,30.5,27.1,24.8,26.1
2018/7/4,80.5,26.9,24.5,25.9
2018/7/5,25.5,28.1,25.1,26.2
2018/7/6,16.5,30.1,25,27.8
2018/7/7,0,30.8,26.6,28.2
2018/7/8,0,31.7,26.1,28.5
2018/7/9,0,31.6,26.6,28.7
2018/7/10,0,28.8,27.4,28.1
2018/7/11,0,30.8,27,28.3
2018/7/12,0,31.4,26.5,28.4
2018/7/13,0,31.9,26.8,28.6
2018/7/14,0,30.4,26.8,28.1
2018/7/15,0,31.3,26.5,28.5
2018/7/16,2,31,26.7,28.6
2018/7/17,0,31.5,26.8,28.7
2018/7/18,3,31.5,26.5,28.7
2018/7/19,2.5,31.9,26.6,28.8
2018/7/20,4.5,32.4,26.9,28.5
2018/7/21,23.5,28.5,26.2,27.3
2018/7/22,0,31.1,27.4,28.8
2018/7/23,0,31.7,27.8,29
2018/7/24,0,33.1,27.3,29.4
2018/7/25,0,32,26.7,29.2
2018/7/26,1,32.1,27.6,29.2
2018/7/27,43,31.9,26.4,28.7
2018/7/28,0,30.9,26.3,28.7
2018/7/29,0,32.1,28.2,29.5
2018/7/30,0.5,32.2,28,29.6
2018/7/31,13.5,32.3,26.6,29.3
2018/8/1,4.5,29.6,26.4,28.2
2018/8/2,29,30.1,25.1,27
2018/8/3,7,32.4,25.3,28.6
2018/8/4,0,32.2,27,29
2018/8/5,0,32.3,26.6,28.8
2018/8/6,0,31.3,26.1,28.7
2018/8/7,0,32.3,26.7,29.3
2018/8/8,6.5,31.8,27.9,29.2
2018/8/9,0,31.9,28,29.7
2018/8/10,0,32.3,28.2,29.8
2018/8/11,6,30.1,27.2,28.5
2018/8/12,0.5,31.4,27.7,29
2018/8/13,3,30.9,26.6,28.8
2018/8/14,1.5,31.4,27.5,28.8
2018/8/15,98.5,27.9,25.3,26.5
2018/8/16,77,28.1,24.6,26.5
2018/8/17,3,32,24.7,28.1
2018/8/18,0.5,31.8,26,28.6
2018/8/19,0,31.7,27,28.9
2018/8/20,0,32,26.2,28.6
2018/8/21,0,31.1,27.1,28.9
2018/8/22,0,31.7,28.1,29.5
2018/8/23,1.5,32.1,27.4,29.4
2018/8/24,3,32.2,26.3,29.3
2018/8/25,15,29.3,25.4,27.5
2018/8/26,4,30.4,26.4,27.9
2018/8/27,0,31.4,27,28.6
2018/8/28,36.5,30.7,25.5,27.1
2018/8/29,10.5,31,24.2,27.4
2018/8/30,2.5,31.9,25.3,28.3
2018/8/31,0,31.8,26,28.7
2018/9/1,36,30.8,25.4,27.6
2018/9/2,0,31.3,25.1,28.1
2018/9/3,0,30.8,27,28.8
2018/9/4,6.5,31.4,25.8,28.6
2018/9/5,42,30.3,25.2,27.6
2018/9/6,1,31.9,25.7,28.6
2018/9/7,0,31.4,26.8,28.6
2018/9/8,13.5,30.8,25.6,28
2018/9/9,0.5,31.2,25.7,27.5
2018/9/10,5.5,29.8,26.1,27.2
2018/9/11,0.5,31.1,25.6,27.8
2018/9/12,1.5,31.6,26.5,28.7
2018/9/13,0,31.9,27.1,28.9
2018/9/14,0,31.5,27.6,29.1
2018/9/15,0,31.8,28,29.2
2018/9/16,0,31.9,27.6,29.2
2018/9/17,0,32.5,27.2,29.3
2018/9/18,0,32.5,27.2,29.3
2018/9/19,0,32.3,27,29.2
2018/9/20,0,32.4,26.8,29
2018/9/21,0,32.1,27,29.1
2018/9/22,6.5,32.4,26.7,28.5
2018/9/23,0,32.5,26.2,29
2018/9/24,1.5,32,26.9,28.8
2018/9/25,19,28.3,25,26.9
2018/9/26,0,31,27.4,28.8
2018/9/27,0.5,30.6,27.4,28.6
2018/9/28,15.5,29.5,27,28.4
2018/9/29,184,28.1,25.8,26.8
2018/9/30,0.5,27.9,24.8,26.3
2018/10/1,0,28.2,24.3,25.8
2018/10/2,0,27.6,23,25
2018/10/3,18.5,26.3,24.1,24.8
2018/10/4,91,27.6,24.5,25.7
2018/10/5,65,25.7,24.7,25.2
2018/10/6,0,27.8,23.9,25.4
2018/10/7,0,27.8,23.1,25.3
2018/10/8,0,27.4,23.7,25
2018/10/9,0,28.3,22.6,25.2
2018/10/10,0,27.9,23,25.4
2018/10/11,6,27.2,20.5,23.6
2018/10/12,19,21,18.8,20.2
2018/10/13,4.5,24.6,18.8,22.1
2018/10/14,0,26.7,22.7,24.3
2018/10/15,129.5,25.9,22.3,23.9
2018/10/16,0,28.1,22.8,24.8
2018/10/17,29,24.6,21.8,23
2018/10/18,0,26.5,22,23.7
2018/10/19,0,25,21,22.8
2018/10/20,0,25.5,20.2,22.9
2018/10/21,0,26.5,21.4,23.7
2018/10/22,1,26.9,22.2,24
2018/10/23,0,28.3,21.3,25
2018/10/24,0,27.6,21.9,24.1
2018/10/25,0,26.4,21.4,23.5
2018/10/26,0,28.2,20.1,24.4
2018/10/27,2.5,25.5,21.7,23.5
2018/10/28,0,24.2,20.5,21.8
2018/10/29,0,24,20.2,22.1
2018/10/30,0,27.3,22.3,24
2018/10/31,9,23.5,19.6,22.2
2018/11/1,0,24.6,19.7,21.7
2018/11/2,8,25.9,21.2,22.9
2018/11/3,60.5,24.5,20.6,22.8
2018/11/4,1,27.2,23.8,24.7
2018/11/5,1,27.1,23,24.3
2018/11/6,0,27.2,22.3,24.2
2018/11/7,0,27,21.5,24.3
2018/11/8,0,27.4,21.8,24.3
2018/11/9,0,27.6,21,24
2018/11/10,0,26.2,22.3,23.7
2018/11/11,0,27,20.8,23.7
2018/11/12,0,26.9,19.7,23.4
2018/11/13,12.5,24,20.6,22.4
2018/11/14,0,25.2,21.2,23
2018/11/15,0,25.1,20.4,22.8
2018/11/16,49.5,26,21.2,23.5
2018/11/17,0,25.4,22.7,23.8
2018/11/18,0,26.7,21.9,24.1
2018/11/19,27,25.4,21.4,23.4
2018/11/20,0,24.5,20.2,22.1
